,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,7,0,0,0,0,0,2,128675569.91297239,0.05177507846914292,82603175.59258795,0.051082859162212904,88628461.30676952,0.11783848760472339,2617515.6343537243,0.00155049463025288,30241935.113402825,0.0029332241971299364,256100000.00000003,0.0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,4,3,0,2,60717312.84309486,0.0,91169845.87271544,0.04363075063616444,90159862.4552179,0.1482770715432421,13186382.476989286,0.002038419005317887,60854576.45659251,0.0,0.0,0.0
178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,7,0,2,0,0,0,0,5,0,0,0,2,0,156394694.65186498,0.0,67539102.21220106,0.0034461292719281285,63653570.40571416,0.01673613076393206,11068771.68625446,0.0,27578229.96765524,0.0,121200000.0,5091.085053505868
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,0,2,4,0,0,3,0,0,3,114692667.71883872,0.07071515805017364,183174631.07437152,0.019409378811934212,86758394.50256997,0.07950953656745402,14841294.247184802,0.003929879084422172,56205610.49925716,0.028720156900923187,0.0,0.0
180,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,3,0,7,5,0,0,3,0,1,0,0,3,2,163364639.56821713,0.0124260188325943,152841267.54650968,0.000591721788024459,24198032.45136138,0.0,7154210.322139181,6.707633229897179e-05,60854576.45659251,0.0,408000000.0,2360.6945836453356
181,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,0,4,2,0,5,5,0,0,2,3,6,0,0,0,2,90462322.17815001,0.0,137824104.72948962,0.0011246347061298488,27582813.95951736,0.0014202199908126688,22374727.640758883,0.0,111599217.02900189,0.011258216112183137,535300000.0,7304.692022820334
182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,3,0,2,0,0,0,1,7,159858321.31843358,0.0,56716908.40875682,0.06544612595424666,52911635.90013558,0.062325954662062935,7332080.219521779,0.0,73404562.9486876,0.0029332241971299364,84600000.0,0.0
183,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,6,1,0,0,0,9,6,10,0,0,6,0,1,1,161251467.1443318,0.05177507846914292,35862202.61936918,0.04114725504562702,156285260.15705734,0.0,12586457.998778107,0.0,50929971.20054293,0.0,754600000.0,0.0
184,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,1,7,0,0,0,0,0,1,42291505.65437629,0.0,126940097.02815738,0.0316734803502787,95678661.74253964,0.08723245270986986,10977851.616584979,0.006759551832637171,53555003.68879849,0.03165338109805312,435600000.0,0.0
185,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,3,4,1,0,4,0,0,0,0,1,3,53972506.18695759,0.0,128737720.49378535,0.02541300288893753,67367274.60642618,0.04376225438752123,3453547.3977187267,0.0021546195558666504,72161803.85976624,0.017566517320644518,730000000.0,0.0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,2,0,3,77237614.76769269,0.009470039790515358,91169845.87271544,0.04363075063616444,93723532.27676098,0.16025311207873633,8319608.41624802,0.0050241262170333326,60039471.119519606,0.0,0.0,0.0
187,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,4,0,0,2,0,0,4,0,3,2,158328337.15094292,0.10355015693828584,66190834.59664747,0.014533427383828915,27675127.525068965,0.012201188433638497,9695195.36216505,0.0,60854576.45659251,0.0,542900000.0,0.0
188,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,3,3,0,0,2,0,0,0,6,8,0,0,1,5,124806693.77081512,0.0,61987558.8216701,0.002660784852998381,5424227.117268769,0.001424612252935064,32293439.297215313,0.0,101103917.7244659,0.0050785098494091074,279200000.0,4518.335502954965
189,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,6,102828072.61129671,0.05177507846914292,23938402.803874165,0.027533782385678426,20216568.22777091,0.04377518718219923,14261651.781499248,0.0,74896439.20493636,0.0,151900000.0,0.0
190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,6,7,7,0,5,3,32694901.094161935,0.0,85185061.49081375,0.013700645917730885,52110169.01455708,0.06980311969777606,52106993.465831816,0.0,95488875.52895056,0.02533804330279974,248500000.0,0.0
191,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,1,0,0,3,2,0,1,0,0,6,0,0,0,4,32694901.094161935,0.0,107566179.30334802,0.0017157404085939095,42379579.388350636,0.005817549065278024,13925100.053212313,9.618032636740914e-05,95739659.04251648,0.008327927549174597,589200000.0,8107.033289176334
192,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,6,4,0,0,0,0,0,3,68139002.95605196,0.0,82316335.43935299,0.018743911768830814,63699598.27434066,0.0,13331284.654756539,0.008222515272800646,68824287.18606928,0.042536238727827726,61400000.0,0.0
193,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,2,9,7,6,10,3,32694901.094161935,0.0,65314484.09024657,0.003129907499324822,35813698.95481125,0.009334891780587691,47376173.57265708,0.0,163403124.9832278,0.0,454300000.0,3451.841591525238
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,7,0,3,2,181609700.87076128,0.15532523540742876,86147711.26738521,0.014533427383828915,30574753.213929847,0.0038303694793527516,16973081.82650042,0.0015618785321066678,60854576.45659251,0.0,30700000.0,0.0
195,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,5,1,0,6,0,0,1,0,0,1,175045640.10079843,0.10355015693828584,68134954.83483557,0.00986202980040765,52771009.1301844,0.0,7891520.503566146,0.0010497643691052983,26015846.76350236,0.0010926364836326835,151900000.0,0.0
196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,6,7,7,7,3,1,114692667.71883872,0.07071515805017364,30155352.937948473,0.03466800552737623,53856151.4859878,0.0019151847396763758,52106993.465831816,0.0,117628654.87407616,0.0,30700000.0,0.0
197,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4,0,2,7,0,2,0,0,0,0,5,7,1,1,1,3,110130504.5881955,0.0,50382103.05710779,0.0010452969159910443,15153399.027547743,0.00393405560614891,37399150.53166599,0.0,83391212.35240729,0.0,388400000.0,1557.8097657364115
198,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,2,4,7,2,5,0,0,0,1,3,0,0,1,2,148965598.33135825,0.00621300941629715,207875623.52720356,0.0,20464723.196897995,0.0053536562470384574,15063068.18035096,0.0,53557815.768892445,0.0,273100000.0,2116.8276848562527
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,7,0,0,0,1,4,1,0,114692667.71883872,0.07071515805017364,115277361.21945524,0.023007006382789526,60008639.16253844,0.055884374348337776,15161366.017899409,0.005593664080587011,62015940.60605301,0.0,0.0,0.0
200,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,1,1,1,2,7,3,47847947.961454235,0.0,77097796.03994109,0.02740129183546177,37771532.92278907,0.08234069129174723,19617742.85964441,0.0,115912327.79606873,0.0,371400000.0,0.0
201,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,2,0,5,7,1,1,0,4,32694901.094161935,0.0,86490845.89749302,0.0012345463222160498,27592045.316072524,0.001424612252935064,37399150.53166599,0.0,112552868.6944539,0.007137603466779057,146000000.0,4931.019137037533
202,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,4,7,0,5,0,3,0.0,0.0,58920876.01250182,0.0240777561261043,72157260.01525863,0.021887593591099614,26008389.578208447,0.0,72580607.18485624,0.0,236500000.0,0.0
203,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,181609700.87076128,0.15532523540742876,19248391.494654857,0.021800141075743372,28798397.130608946,0.0,0.0,0.0,60854576.45659251,0.0,542900000.0,0.0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,3,3,3,181609700.87076128,0.15532523540742876,75277538.66127667,0.04208402197204108,75772187.29979315,0.11176874869667555,15617366.803999834,0.0007809392660533339,101052794.97906452,0.0,0.0,0.0
205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,5,5,3,1,0,7,3,3,0,0,32694901.094161935,0.0,167384477.73071378,0.02181537531808222,83982590.31387958,0.0,25321431.848569162,0.00021122032539456988,46417586.295811296,0.018304485437460615,473900000.0,0.0
206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,6,7,4,0,0,3,64886700.595796466,0.028410119371546073,67456256.96311814,0.033853295284739265,35264211.053980395,0.024079202952983866,45039276.5400175,0.0,76168062.73056862,0.05067608660559948,30700000.0,0.0
207,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,6,0,0,0,1,1,1,1,0,3,128675569.91297239,0.05177507846914292,84330845.15818825,0.020967359609645343,27610961.473598786,0.0602457792339917,19617742.85964441,0.0,56425877.743436806,0.0,286800000.0,0.0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,7,0,0,0,0,0,0,2,0,3,113892871.91763595,0.009470039790515358,111126722.54345319,0.04363075063616444,93808483.30121256,0.20435052210531124,6273741.075954219,0.003716187666107793,60039471.119519606,0.0,0.0,0.0
209,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,5,0,1,1,0.0,0.0,85621080.2919309,0.0226027674854746,43305202.62543239,0.0458197817046684,14709744.595760694,0.002139715376631532,56644486.740863584,0.006450030931823563,236500000.0,0.0
210,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,4,0,7,0,1,0,7,0,0,2,158328337.15094292,0.10355015693828584,96178934.5651181,0.0030969321168063694,34221561.73832255,0.0,21069784.935395602,0.0,55028965.84713042,0.030738654745865214,61400000.0,0.0
211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,2,3,114509073.14387801,0.05177507846914292,64605044.41547843,0.01902372044761943,58258016.989051916,0.12763702051869272,2642005.3551903376,0.0015648747694535546,102053281.70321563,0.0,121200000.0,0.0
212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,3,0,0,0,3,0,0,0,3,3,3,68139002.95605196,0.0,93194560.06674215,0.006452003449277494,55566783.11298618,0.06872300229078458,14790074.066436753,0.009229583810586698,101052794.97906452,0.0,30700000.0,0.0
213,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,0,1,6,0,0,5,0,0,1,3,0,0,0,7,0,95486976.46933737,0.0,78986079.7825653,0.002712332098256952,46004702.46824649,0.0067083805496557375,8453407.696608048,0.0,44193513.54513965,0.0,454300000.0,2704.8924159940802
214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,7,3,1,0,4,42291505.65437629,0.0,84405536.18279758,0.053488855668360924,88883628.20794435,0.14909174774848769,32130168.07907235,0.0,59554855.274964996,0.0,473900000.0,0.0
215,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,5,0,0,0,0,3,1,181609700.87076128,0.15532523540742876,80549043.34215254,0.0030969321168063694,97894021.5953229,0.0,5520390.860347146,0.0032299172064957984,58044072.09764524,0.0,61400000.0,0.0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,1,1,0,0,0,0,3,0,3,168921081.87529507,0.10355015693828584,117862651.7209791,0.019409378811934212,52762164.732376024,0.025607474342543988,8470224.469500035,0.005154368054643404,63921995.57957761,0.0,0.0,0.0
217,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,5,0,0,7,3,0,0,0,0,7,3,0,0,3,114509073.14387801,0.018639028248891448,136588742.434053,0.0011088356017211081,10811528.8083169,0.008494966372141649,24956580.074387155,0.0,30351526.042379983,0.0,650400000.0,859.9291475931205
218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,0,0,3,0,0,4,0,0,5,0,0,1,158247805.46284032,0.0,72076250.28382003,0.027998482656013464,48535736.74754447,0.04815840590596773,19117106.79894533,0.00480252467461216,91170607.44342943,0.07367169236029388,30700000.0,0.0
219,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,7,6,7,6,0,1,3,0,0,0,3,0,0,144075745.84278923,0.0,257957265.08829707,0.0,56172641.7869152,0.023743537548917733,15290269.806276042,0.009656237749775332,30351526.042379983,0.0,61400000.0,0.0
220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,7,0,0,0,7,0,3,0,0,64886700.595796466,0.028410119371546073,110768527.45917498,0.02015264936700838,34221561.73832255,0.0,18285819.33784468,0.00240126233730608,30351526.042379983,0.0,30700000.0,0.0
221,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,6,0,0,0,0,0,3,0,0,0,0,1,1,171796527.05181122,0.0,56419706.060587704,0.06476946505071088,59734073.843966104,0.07712680618973458,0.0,0.0,50929971.20054293,0.0,377300000.0,0.0
222,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,5,3,1,0,0,0,2,53972506.18695759,0.0,24406847.998872157,0.0033739041183895465,56050655.355505094,0.0,15444563.06553661,0.0,88623252.71421088,0.008119075045745076,146000000.0,7409.733253302359
223,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,3,0,6,2,0,0,6,0,0,8,3,0,0,0,0,2,106293784.88118687,0.0,82359040.63113397,0.0022609369918064454,46812849.25287971,0.0024623437763393857,8453407.696608048,0.0,27578229.96765524,0.0,1003100000.0,1609.127078804772
224,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,5,0,0,0,0,3,1,181609700.87076128,0.05591708474667434,40997052.849196166,0.001114895562050293,66629563.55863415,0.0,1359818.5550280386,0.00028300304181794856,61964673.407733545,0.001552171876310187,317500000.0,1753.0034404184116
225,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,4,1,7,9,6,37255203.23710208,0.0,65314484.09024657,0.026082562494373514,53332883.25556071,0.021887593591099614,18745730.946723316,0.001069857688315766,180335552.83916533,0.0,321100000.0,0.0
226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,4,0,0,2,5,0,7,0,0,0,162865091.98914498,0.0,91169845.87271544,0.04363075063616444,90159862.4552179,0.1482770715432421,27939401.706900492,0.0,43679159.49784629,0.048603358565104046,169200000.0,0.0
227,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,7,0,0,0,5,3,1,1,0.0,0.0,156873190.62123483,0.0,57149061.57879825,0.05039161144311081,15590643.78332018,0.002804756685272467,86682896.14650115,0.0,205800000.0,0.0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,7,4,3,0,7,0,0,4,3,0,3,4,94979303.71425684,0.0,210058510.34432134,0.0,70602838.14198673,0.009563833533742242,22147181.984738566,0.00020133223929478877,85254497.37190561,0.0024202737031345056,0.0,4196.934174784049
229,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,2,1,7,1,0,7,3,68139002.95605196,0.0,15911202.139064435,0.002184875965336867,23941730.396211717,0.0004584815411919406,30165289.911164064,6.60388984612695e-05,96083769.45421913,0.0017911934141663314,297900000.0,2270.740096798279
230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,7,4,4,1,7,0,0,0,0,0,0,0,178355126.68084562,0.05177507846914292,218040838.5480165,0.0,56593798.407894306,0.0019762096339958077,7042149.586953643,0.004451995494715734,82787380.02082667,0.09196940674275347,256100000.00000003,0.0
231,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,4,3,0,0,8,0,0,0,2,3,0,189212136.8698928,0.10355015693828584,114499588.82777855,0.007266713691914457,39058315.79295726,0.003818164500488865,3801994.4776850995,0.00238721466938923,60039471.119519606,0.0,286800000.0,0.0
232,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,5,10,7,0,0,0,1,0,5,6,7,4,0,0,2,279270942.6186134,0.0,19791656.901925884,0.02270082976710462,50081750.628976494,0.0,45039276.5400175,0.0,27578229.96765524,0.0,1251600000.0,0.0
233,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,6,4,7,0,0,0,0,1,2,0,0,1,64886700.595796466,0.028410119371546073,233914942.25202954,0.0,16244987.282140825,0.03550549977031672,18622584.5317047,0.003015416265336678,128130710.19545361,0.11508288427951513,317500000.0,0.0
234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,1,1,1,7,7,0,0,0,76431543.68310125,0.0,91169845.87271544,0.04363075063616444,84402294.20570853,0.09437500931833209,39729636.51553115,0.0,43679159.49784629,0.048603358565104046,84600000.0,0.0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,4,0,0,0,0,6,0,3,0,1,77237614.76769269,0.0011364047748618428,120681781.76246724,0.0038008176420334435,101251678.06706387,0.026499975325915828,14332051.556190224,0.00012230514031907322,58044072.09764524,0.0,0.0,8997.250309214847
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,5,0,1,2,0,7,0,7,3,5,92908454.21201098,0.009470039790515358,126940097.02815738,0.0316734803502787,88840348.4340787,0.09990946954010116,16007245.338911366,0.0010192095026589434,133916207.93441162,0.0,0.0,0.0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,0,0,0,0,7,0,3,0,2,0,1,2,218513338.19592428,0.0,56716908.40875682,0.06544612595424666,62935165.187096745,0.062325954662062935,16563094.679399516,0.0,56221520.914640024,0.0029332241971299364,0.0,0.0
238,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,4,0,7,7,3,5,0,3,1,0,4,0,0,0,108384514.91837466,0.05177507846914292,242650022.35838723,0.0,57423135.62296812,0.0,17124642.462747212,0.0004983815271865338,11721335.568610512,0.013085248201034641,559900000.0,0.0
239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,3,2,7,9,8,0,0,0,71223146.50296113,0.0,88625817.70652404,0.04722837820701976,74512486.46202804,0.008423892437152915,64793596.51352224,0.0,44781684.432720244,0.04992780133458177,84600000.0,0.0
240,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,5,5,4,1,0,2,1,158328337.15094292,0.037278056497782895,41091278.79869162,0.0011921265999117465,50081750.628976494,0.0,31090263.039971214,0.0,55153654.9995628,0.00031518502491602616,213300000.0,1092.3496300896145
241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,1,0,0,0,3,0,0,0,0,1,1,97791770.1940225,0.00621300941629715,72046681.41486466,0.00469507066515926,86035643.36119011,0.016112591595913113,3591305.914605923,0.00025689324295040633,50929971.20054293,0.0,256100000.00000003,6946.170191318672
242,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,5,0,0,0,3,10,3,7,10,9,72222705.9376919,0.0,78986079.7825653,0.0226027674854746,35813698.95481125,0.07779076483823076,44083347.63005098,0.0,211828871.56385672,0.0,236500000.0,0.0
243,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,7,2,0,0,4,3,0,0,0,7,7,3,0,7,3,115272862.040791,0.0,114680677.29686889,0.00756694325570154,15127244.053343795,0.03268009265427965,45835762.945968896,0.0,82593104.13074732,0.0,559900000.0,0.0
244,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,7,4,0,0,1,0,0,1,32694901.094161935,0.0,46938855.40453665,0.0037036389666481495,98996255.28181714,0.0,18884170.16674225,0.0028842332385036378,97233218.28954445,0.028945776838160277,146000000.0,3490.170220957029
245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,7,0,3,0,2,0,0,0,0,0,3,2,97892743.35085762,0.018940079581030715,133844205.0086204,0.0,48923134.87788892,0.05898719662034274,14985459.644110646,0.009383775574334969,85548934.9698355,0.02740997643295703,30700000.0,0.0
246,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,5,0,1,0,0,0,0,4,0,0,0,0,1,0,53972506.18695759,0.0,54660859.66663572,0.0023227212417398974,57680014.72824095,0.00820293190445442,8881077.038966237,0.0006549677424030946,87162145.34201364,0.008308550720801219,589200000.0,9732.201204831936
247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,6,0,0,0,0,0,2,114509073.14387801,0.05177507846914292,82603175.59258795,0.051082859162212904,70606774.92999874,0.08499857215353632,610780.4979417503,0.0003540366551787055,30241935.113402825,0.0029332241971299364,512200000.00000006,0.0
248,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,3,0,2,1,0,2,0,0,5,4,7,6,7,82486364.32617709,0.0,90839633.15338278,0.008223681548403269,26651233.74107103,0.009747892898327906,25470837.359295312,0.0017900696224919222,163546580.1863483,0.0,400400000.0,0.0
249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0,5,0,0,0,0,3,5,64886700.595796466,0.010227642973756584,54660859.66663572,0.006968163725219694,56050655.355505094,0.0,8984431.540298672,0.0020051186926155614,106898451.03818381,0.014389681113473158,286800000.0,2584.4764134953216
250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,0,7,3,0,0,2,0,0,1,121644599.3504275,0.0,63292547.82735096,0.02957431509658943,100992785.65965176,0.07880856027271693,14213660.776235443,0.004159941603612326,61840838.59981557,0.04077626022577585,84600000.0,0.0
251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,5,0,0,4,0,0,2,7,7,0,64886700.595796466,0.028410119371546073,183246849.65307316,0.0,57810924.74297463,0.06887682203130516,17870390.50419562,0.006582326485913034,100105457.62015328,0.0,30700000.0,0.0
252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,3,1,0,0,0,1,10,3,7,1,0,2,1,172991555.54528987,0.018639028248891448,49659793.31621332,0.004841184422987033,76358729.92838776,0.008174929907475188,33072527.325875208,0.0,62862714.25173716,0.0033862942635092966,30700000.0,1441.6817014611781
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,5,3,0,189212136.8698928,0.10355015693828584,125186733.87560293,0.019409378811934212,87955431.25209595,0.19146736147786092,5493984.006131157,0.0032396471928965746,72580607.18485624,0.0,0.0,0.0
254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,2,114692667.71883872,0.07071515805017364,53379429.61623128,0.06099214308580789,58999985.16347222,0.06553833111234998,1353507.516688284,0.0007844534765047213,60854576.45659251,0.0,121200000.0,0.0
255,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,4,0,2,0,0,0,0,0,0,0,82177854.37813279,0.0,90971710.97393604,0.043179643367140585,45516999.07381261,0.051057409003332124,2109528.4075606433,0.001292894115702532,13490665.323471827,0.014926611784719428,595100000.0,0.0
256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,7,0,0,0,3,0,3,68139002.95605196,0.0,83601533.81492174,0.04722837820701976,91550041.64402908,0.12426045834566468,3915146.3653868074,0.0024280862702695987,63921995.57957761,0.0,473900000.0,0.0
257,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,10,7,0,0,0,0,0,2,0,5,3,0,0,2,229659873.41972476,0.0,56419706.060587704,0.06476946505071088,57703859.591408476,0.07712680618973458,21068617.1353041,0.0,27578229.96765524,0.0,812900000.0,0.0
258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,3,0,1,4,0,1,0,1,1,6,0,0,0,163364639.56821713,0.0124260188325943,100313980.38710576,0.0009372529561988137,26702467.25633998,0.0016976247441883464,26318922.396294314,0.0,47961223.64543104,0.006416127107341727,286800000.0,6504.145659251255
259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,5,1,0,0,0,0,0,0,4,0,0,60717312.84309486,0.0,123557294.00242352,0.02181537531808222,101303098.91940068,0.22103701059120567,3042135.883050422,0.001814225764851389,33377116.55719709,0.0,256100000.00000003,0.0
260,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,6,1,0,0,0,0,0,1,72222705.9376919,0.0,58662874.75658433,0.024126305110628868,93405541.54162994,0.03306664748876888,8771933.499607295,0.005340097873010407,39705483.46699912,0.016215593887912702,339000000.0,0.0
261,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,7,1,0,0,0,2,5,5,7,3,0,6,0.0,0.0,121701716.67461371,0.0,22167818.198803753,0.0,44119312.844942994,0.0,74896439.20493636,0.0,931300000.0,0.0
262,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,2,3,0,0,0,0,6,1,0,0,0,168921081.87529507,0.10355015693828584,96738561.49510792,0.0030969321168063694,5414995.760713608,0.011835166590105573,20319063.206658736,0.0,52860808.47385651,0.05887237238225401,317500000.0,0.0
263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,7,1,5,0,0,7,0,0,1,161251467.1443318,0.05177507846914292,53379429.61623128,0.06099214308580789,97583078.29857512,0.0,14938405.53984339,0.00039222673825236063,25037214.086173728,0.0,121200000.0,0.0
264,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,1,0,0,0,0,4,7,10,0,0,1,0,2,2,114692667.71883872,0.008485818966020835,35862202.61936918,0.004937670605475242,129533738.06797358,0.0,6320800.309666242,0.0,57073405.013273194,0.0,754600000.0,3849.9192729187826
